Run,Current State,Current Step Number,Next State,Next Step Number
52,Proposing,53,Proposing,54
52,Proposing,54,Closing,55
52,Closing,55,Maintaining,56
53,Prospecting,1,Prospecting,2
53,Prospecting,2,Prospecting,3
53,Prospecting,3,Prospecting,4
53,Prospecting,4,Qualifying,5
53,Qualifying,5,Proposing,6
53,Proposing,6,Negotiating,7
53,Negotiating,7,Closing,8
53,Closing,8,Closing,9
53,Closing,9,Maintaining,10
54,Prospecting,1,Qualifying,2
54,Qualifying,2,Qualifying,3
54,Qualifying,3,Qualifying,4
54,Qualifying,4,Qualifying,5
54,Qualifying,5,Proposing,6
54,Proposing,6,Proposing,7
54,Proposing,7,Negotiating,8
54,Negotiating,8,Negotiating,9
54,Negotiating,9,Proposing,10
54,Proposing,10,Negotiating,11
54,Negotiating,11,Negotiating,12
54,Negotiating,12,Proposing,13
54,Proposing,13,Proposing,14
54,Proposing,14,Proposing,15
54,Proposing,15,Closing,16
54,Closing,16,Maintaining,17
55,Prospecting,1,Prospecting,2
55,Prospecting,2,Prospecting,3
55,Prospecting,3,Prospecting,4
55,Prospecting,4,Qualifying,5
55,Qualifying,5,Qualifying,6
55,Qualifying,6,Proposing,7
55,Proposing,7,Closing,8
55,Closing,8,Closing,9
55,Closing,9,Maintaining,10
56,Prospecting,1,Qualifying,2
56,Qualifying,2,Qualifying,3
56,Qualifying,3,Proposing,4
56,Proposing,4,Proposing,5
56,Proposing,5,Negotiating,6
56,Negotiating,6,Closing,7
56,Closing,7,Closing,8
56,Closing,8,Prospecting,9
56,Prospecting,9,Prospecting,10
56,Prospecting,10,Prospecting,11
56,Prospecting,11,Prospecting,12
56,Prospecting,12,Prospecting,13
56,Prospecting,13,Prospecting,14
56,Prospecting,14,Qualifying,15
56,Qualifying,15,Qualifying,16
56,Qualifying,16,Proposing,17
56,Proposing,17,Qualifying,18
56,Qualifying,18,Qualifying,19
56,Qualifying,19,Proposing,20
56,Proposing,20,Proposing,21
56,Proposing,21,Proposing,22
56,Proposing,22,Proposing,23
56,Proposing,23,Proposing,24
56,Proposing,24,Negotiating,25
56,Negotiating,25,Closing,26
56,Closing,26,Prospecting,27
56,Prospecting,27,Prospecting,28
56,Prospecting,28,Qualifying,29
56,Qualifying,29,Proposing,30
56,Proposing,30,Closing,31
56,Closing,31,Maintaining,32
57,Prospecting,1,Prospecting,2
57,Prospecting,2,Prospecting,3
57,Prospecting,3,Qualifying,4
57,Qualifying,4,Qualifying,5
57,Qualifying,5,Proposing,6
57,Proposing,6,Negotiating,7
57,Negotiating,7,Negotiating,8
57,Negotiating,8,Proposing,9
57,Proposing,9,Proposing,10
57,Proposing,10,Closing,11
57,Closing,11,Prospecting,12
57,Prospecting,12,Prospecting,13
57,Prospecting,13,Qualifying,14
57,Qualifying,14,Qualifying,15
57,Qualifying,15,Qualifying,16
57,Qualifying,16,Qualifying,17
57,Qualifying,17,Proposing,18
57,Proposing,18,Closing,19
57,Closing,19,Proposing,20
57,Proposing,20,Proposing,21
57,Proposing,21,Qualifying,22
57,Qualifying,22,Qualifying,23
57,Qualifying,23,Proposing,24
57,Proposing,24,Negotiating,25
57,Negotiating,25,Negotiating,26
57,Negotiating,26,Closing,27
57,Closing,27,Maintaining,28
58,Prospecting,1,Prospecting,2
58,Prospecting,2,Prospecting,3
58,Prospecting,3,Qualifying,4
58,Qualifying,4,Qualifying,5
58,Qualifying,5,Proposing,6
58,Proposing,6,Proposing,7
58,Proposing,7,Proposing,8
58,Proposing,8,Closing,9
58,Closing,9,Prospecting,10
58,Prospecting,10,Qualifying,11
58,Qualifying,11,Proposing,12
58,Proposing,12,Closing,13
58,Closing,13,Maintaining,14
59,Prospecting,1,Prospecting,2
59,Prospecting,2,Qualifying,3
59,Qualifying,3,Qualifying,4
59,Qualifying,4,Proposing,5
59,Proposing,5,Proposing,6
59,Proposing,6,Negotiating,7
59,Negotiating,7,Negotiating,8
59,Negotiating,8,Negotiating,9
59,Negotiating,9,Negotiating,10
59,Negotiating,10,Proposing,11
59,Proposing,11,Proposing,12
59,Proposing,12,Proposing,13
59,Proposing,13,Negotiating,14
59,Negotiating,14,Negotiating,15
59,Negotiating,15,Proposing,16
59,Proposing,16,Proposing,17
59,Proposing,17,Proposing,18
59,Proposing,18,Negotiating,19
59,Negotiating,19,Proposing,20
59,Proposing,20,Proposing,21
59,Proposing,21,Negotiating,22
59,Negotiating,22,Proposing,23
59,Proposing,23,Negotiating,24
59,Negotiating,24,Negotiating,25
59,Negotiating,25,Negotiating,26
59,Negotiating,26,Closing,27
59,Closing,27,Closing,28
59,Closing,28,Prospecting,29
59,Prospecting,29,Prospecting,30
59,Prospecting,30,Prospecting,31
59,Prospecting,31,Prospecting,32
59,Prospecting,32,Qualifying,33
59,Qualifying,33,Qualifying,34
59,Qualifying,34,Qualifying,35
59,Qualifying,35,Qualifying,36
59,Qualifying,36,Qualifying,37
59,Qualifying,37,Qualifying,38
59,Qualifying,38,Proposing,39
59,Proposing,39,Negotiating,40
59,Negotiating,40,Negotiating,41
59,Negotiating,41,Closing,42
59,Closing,42,Maintaining,43
60,Prospecting,1,Prospecting,2
60,Prospecting,2,Prospecting,3
60,Prospecting,3,Prospecting,4
60,Prospecting,4,Qualifying,5
60,Qualifying,5,Qualifying,6
60,Qualifying,6,Qualifying,7
60,Qualifying,7,Qualifying,8
60,Qualifying,8,Qualifying,9
60,Qualifying,9,Qualifying,10
60,Qualifying,10,Qualifying,11
60,Qualifying,11,Qualifying,12
60,Qualifying,12,Proposing,13
60,Proposing,13,Closing,14
60,Closing,14,Proposing,15
60,Proposing,15,Proposing,16
60,Proposing,16,Proposing,17
60,Proposing,17,Negotiating,18
60,Negotiating,18,Proposing,19
60,Proposing,19,Proposing,20
60,Proposing,20,Proposing,21
60,Proposing,21,Qualifying,22
60,Qualifying,22,Qualifying,23
60,Qualifying,23,Proposing,24
60,Proposing,24,Negotiating,25
60,Negotiating,25,Closing,26
60,Closing,26,Maintaining,27
61,Prospecting,1,Prospecting,2
61,Prospecting,2,Qualifying,3
61,Qualifying,3,Proposing,4
61,Proposing,4,Qualifying,5
61,Qualifying,5,Proposing,6
61,Proposing,6,Negotiating,7
61,Negotiating,7,Negotiating,8
61,Negotiating,8,Closing,9
61,Closing,9,Maintaining,10
62,Prospecting,1,Prospecting,2
62,Prospecting,2,Qualifying,3
62,Qualifying,3,Proposing,4
62,Proposing,4,Proposing,5
62,Proposing,5,Negotiating,6
62,Negotiating,6,Proposing,7
62,Proposing,7,Negotiating,8
62,Negotiating,8,Closing,9
62,Closing,9,Maintaining,10
63,Prospecting,1,Prospecting,2
63,Prospecting,2,Prospecting,3
63,Prospecting,3,Prospecting,4
63,Prospecting,4,Prospecting,5
63,Prospecting,5,Prospecting,6
63,Prospecting,6,Prospecting,7
63,Prospecting,7,Prospecting,8
63,Prospecting,8,Qualifying,9
63,Qualifying,9,Qualifying,10
63,Qualifying,10,Qualifying,11
63,Qualifying,11,Proposing,12
63,Proposing,12,Proposing,13
63,Proposing,13,Qualifying,14
63,Qualifying,14,Qualifying,15
63,Qualifying,15,Qualifying,16
63,Qualifying,16,Qualifying,17
63,Qualifying,17,Qualifying,18
63,Qualifying,18,Qualifying,19
63,Qualifying,19,Qualifying,20
63,Qualifying,20,Qualifying,21
63,Qualifying,21,Qualifying,22
63,Qualifying,22,Qualifying,23
63,Qualifying,23,Qualifying,24
63,Qualifying,24,Proposing,25
63,Proposing,25,Negotiating,26
63,Negotiating,26,Closing,27
63,Closing,27,Closing,28
63,Closing,28,Prospecting,29
63,Prospecting,29,Prospecting,30
63,Prospecting,30,Qualifying,31
63,Qualifying,31,Qualifying,32
63,Qualifying,32,Proposing,33
63,Proposing,33,Negotiating,34
63,Negotiating,34,Closing,35
63,Closing,35,Maintaining,36
64,Prospecting,1,Prospecting,2
64,Prospecting,2,Prospecting,3
64,Prospecting,3,Prospecting,4
64,Prospecting,4,Prospecting,5
64,Prospecting,5,Prospecting,6
64,Prospecting,6,Prospecting,7
64,Prospecting,7,Prospecting,8
64,Prospecting,8,Prospecting,9
64,Prospecting,9,Prospecting,10
64,Prospecting,10,Qualifying,11
64,Qualifying,11,Qualifying,12
64,Qualifying,12,Proposing,13
64,Proposing,13,Closing,14
64,Closing,14,Maintaining,15
65,Prospecting,1,Prospecting,2
65,Prospecting,2,Prospecting,3
65,Prospecting,3,Qualifying,4
65,Qualifying,4,Qualifying,5
65,Qualifying,5,Qualifying,6
65,Qualifying,6,Qualifying,7
65,Qualifying,7,Qualifying,8
65,Qualifying,8,Qualifying,9
65,Qualifying,9,Proposing,10
65,Proposing,10,Negotiating,11
65,Negotiating,11,Closing,12
65,Closing,12,Closing,13
65,Closing,13,Maintaining,14
66,Prospecting,1,Prospecting,2
66,Prospecting,2,Qualifying,3
66,Qualifying,3,Qualifying,4
66,Qualifying,4,Proposing,5
66,Proposing,5,Qualifying,6
66,Qualifying,6,Qualifying,7
66,Qualifying,7,Qualifying,8
66,Qualifying,8,Qualifying,9
66,Qualifying,9,Qualifying,10
66,Qualifying,10,Qualifying,11
66,Qualifying,11,Proposing,12
66,Proposing,12,Proposing,13
66,Proposing,13,Closing,14
66,Closing,14,Prospecting,15
66,Prospecting,15,Prospecting,16
66,Prospecting,16,Qualifying,17
66,Qualifying,17,Qualifying,18
66,Qualifying,18,Qualifying,19
66,Qualifying,19,Qualifying,20
66,Qualifying,20,Proposing,21
66,Proposing,21,Proposing,22
66,Proposing,22,Negotiating,23
66,Negotiating,23,Proposing,24
66,Proposing,24,Proposing,25
66,Proposing,25,Qualifying,26
66,Qualifying,26,Qualifying,27
66,Qualifying,27,Qualifying,28
66,Qualifying,28,Proposing,29
66,Proposing,29,Negotiating,30
66,Negotiating,30,Closing,31
66,Closing,31,Maintaining,32
67,Prospecting,1,Prospecting,2
67,Prospecting,2,Prospecting,3
67,Prospecting,3,Prospecting,4
67,Prospecting,4,Prospecting,5
67,Prospecting,5,Prospecting,6
67,Prospecting,6,Prospecting,7
67,Prospecting,7,Prospecting,8
67,Prospecting,8,Prospecting,9
67,Prospecting,9,Prospecting,10
67,Prospecting,10,Qualifying,11
67,Qualifying,11,Proposing,12
67,Proposing,12,Negotiating,13
67,Negotiating,13,Negotiating,14
67,Negotiating,14,Negotiating,15
67,Negotiating,15,Negotiating,16
67,Negotiating,16,Closing,17
67,Closing,17,Closing,18
67,Closing,18,Maintaining,19
68,Prospecting,1,Prospecting,2
68,Prospecting,2,Qualifying,3
68,Qualifying,3,Qualifying,4
68,Qualifying,4,Qualifying,5
68,Qualifying,5,Qualifying,6
68,Qualifying,6,Proposing,7
68,Proposing,7,Negotiating,8
68,Negotiating,8,Closing,9
68,Closing,9,Proposing,10
68,Proposing,10,Qualifying,11
68,Qualifying,11,Qualifying,12
68,Qualifying,12,Qualifying,13
68,Qualifying,13,Qualifying,14
68,Qualifying,14,Qualifying,15
68,Qualifying,15,Qualifying,16
68,Qualifying,16,Proposing,17
68,Proposing,17,Negotiating,18
68,Negotiating,18,Negotiating,19
68,Negotiating,19,Closing,20
68,Closing,20,Prospecting,21
68,Prospecting,21,Qualifying,22
68,Qualifying,22,Proposing,23
68,Proposing,23,Proposing,24
68,Proposing,24,Closing,25
68,Closing,25,Prospecting,26
68,Prospecting,26,Prospecting,27
68,Prospecting,27,Prospecting,28
68,Prospecting,28,Qualifying,29
68,Qualifying,29,Qualifying,30
68,Qualifying,30,Qualifying,31
68,Qualifying,31,Qualifying,32
68,Qualifying,32,Qualifying,33
68,Qualifying,33,Qualifying,34
68,Qualifying,34,Proposing,35
68,Proposing,35,Proposing,36
68,Proposing,36,Negotiating,37
68,Negotiating,37,Closing,38
68,Closing,38,Maintaining,39
69,Prospecting,1,Qualifying,2
69,Qualifying,2,Qualifying,3
69,Qualifying,3,Qualifying,4
69,Qualifying,4,Proposing,5
69,Proposing,5,Qualifying,6
69,Qualifying,6,Qualifying,7
69,Qualifying,7,Proposing,8
69,Proposing,8,Negotiating,9
69,Negotiating,9,Negotiating,10
69,Negotiating,10,Negotiating,11
69,Negotiating,11,Closing,12
69,Closing,12,Maintaining,13
70,Prospecting,1,Qualifying,2
70,Qualifying,2,Proposing,3
70,Proposing,3,Proposing,4
70,Proposing,4,Proposing,5
70,Proposing,5,Negotiating,6
70,Negotiating,6,Closing,7
70,Closing,7,Closing,8
70,Closing,8,Closing,9
70,Closing,9,Proposing,10
70,Proposing,10,Proposing,11
70,Proposing,11,Closing,12
70,Closing,12,Prospecting,13
70,Prospecting,13,Qualifying,14
70,Qualifying,14,Proposing,15
70,Proposing,15,Negotiating,16
70,Negotiating,16,Negotiating,17
70,Negotiating,17,Closing,18
70,Closing,18,Closing,19
70,Closing,19,Closing,20
70,Closing,20,Maintaining,21
71,Prospecting,1,Prospecting,2
71,Prospecting,2,Prospecting,3
71,Prospecting,3,Qualifying,4
71,Qualifying,4,Qualifying,5
71,Qualifying,5,Qualifying,6
71,Qualifying,6,Qualifying,7
71,Qualifying,7,Qualifying,8
71,Qualifying,8,Proposing,9
71,Proposing,9,Proposing,10
71,Proposing,10,Proposing,11
71,Proposing,11,Negotiating,12
71,Negotiating,12,Proposing,13
71,Proposing,13,Negotiating,14
71,Negotiating,14,Negotiating,15
71,Negotiating,15,Negotiating,16
71,Negotiating,16,Closing,17
71,Closing,17,Closing,18
71,Closing,18,Closing,19
71,Closing,19,Maintaining,20
72,Prospecting,1,Qualifying,2
72,Qualifying,2,Qualifying,3
72,Qualifying,3,Proposing,4
72,Proposing,4,Proposing,5
72,Proposing,5,Closing,6
72,Closing,6,Prospecting,7
72,Prospecting,7,Qualifying,8
72,Qualifying,8,Proposing,9
72,Proposing,9,Negotiating,10
72,Negotiating,10,Negotiating,11
72,Negotiating,11,Negotiating,12
72,Negotiating,12,Negotiating,13
72,Negotiating,13,Negotiating,14
72,Negotiating,14,Closing,15
72,Closing,15,Maintaining,16
73,Prospecting,1,Prospecting,2
73,Prospecting,2,Prospecting,3
73,Prospecting,3,Prospecting,4
73,Prospecting,4,Prospecting,5
73,Prospecting,5,Prospecting,6
73,Prospecting,6,Prospecting,7
73,Prospecting,7,Prospecting,8
73,Prospecting,8,Prospecting,9
73,Prospecting,9,Prospecting,10
73,Prospecting,10,Prospecting,11
73,Prospecting,11,Prospecting,12
73,Prospecting,12,Prospecting,13
73,Prospecting,13,Prospecting,14
73,Prospecting,14,Prospecting,15
73,Prospecting,15,Prospecting,16
73,Prospecting,16,Prospecting,17
73,Prospecting,17,Prospecting,18
73,Prospecting,18,Qualifying,19
73,Qualifying,19,Proposing,20
73,Proposing,20,Negotiating,21
73,Negotiating,21,Closing,22
73,Closing,22,Prospecting,23
73,Prospecting,23,Prospecting,24
73,Prospecting,24,Qualifying,25
73,Qualifying,25,Qualifying,26
73,Qualifying,26,Proposing,27
73,Proposing,27,Closing,28
73,Closing,28,Maintaining,29
74,Prospecting,1,Qualifying,2
74,Qualifying,2,Qualifying,3
74,Qualifying,3,Qualifying,4
74,Qualifying,4,Proposing,5
74,Proposing,5,Negotiating,6
74,Negotiating,6,Proposing,7
74,Proposing,7,Closing,8
74,Closing,8,Prospecting,9
74,Prospecting,9,Prospecting,10
74,Prospecting,10,Prospecting,11
74,Prospecting,11,Qualifying,12
74,Qualifying,12,Qualifying,13
74,Qualifying,13,Qualifying,14
74,Qualifying,14,Qualifying,15
74,Qualifying,15,Qualifying,16
74,Qualifying,16,Qualifying,17
74,Qualifying,17,Proposing,18
74,Proposing,18,Proposing,19
74,Proposing,19,Negotiating,20
74,Negotiating,20,Closing,21
74,Closing,21,Maintaining,22
75,Prospecting,1,Prospecting,2
75,Prospecting,2,Qualifying,3
75,Qualifying,3,Qualifying,4
75,Qualifying,4,Qualifying,5
75,Qualifying,5,Proposing,6
75,Proposing,6,Negotiating,7
75,Negotiating,7,Negotiating,8
75,Negotiating,8,Negotiating,9
75,Negotiating,9,Closing,10
75,Closing,10,Closing,11
75,Closing,11,Closing,12
75,Closing,12,Maintaining,13
76,Prospecting,1,Prospecting,2
76,Prospecting,2,Qualifying,3
76,Qualifying,3,Proposing,4
76,Proposing,4,Proposing,5
76,Proposing,5,Negotiating,6
76,Negotiating,6,Negotiating,7
76,Negotiating,7,Proposing,8
76,Proposing,8,Negotiating,9
76,Negotiating,9,Negotiating,10
76,Negotiating,10,Closing,11
76,Closing,11,Proposing,12
76,Proposing,12,Proposing,13
76,Proposing,13,Negotiating,14
76,Negotiating,14,Negotiating,15
76,Negotiating,15,Closing,16
76,Closing,16,Closing,17
76,Closing,17,Prospecting,18
76,Prospecting,18,Qualifying,19
76,Qualifying,19,Proposing,20
76,Proposing,20,Negotiating,21
76,Negotiating,21,Closing,22
76,Closing,22,Maintaining,23
77,Prospecting,1,Prospecting,2
77,Prospecting,2,Prospecting,3
77,Prospecting,3,Prospecting,4
77,Prospecting,4,Prospecting,5
77,Prospecting,5,Prospecting,6
77,Prospecting,6,Prospecting,7
77,Prospecting,7,Prospecting,8
77,Prospecting,8,Qualifying,9
77,Qualifying,9,Proposing,10
77,Proposing,10,Closing,11
77,Closing,11,Maintaining,12
78,Prospecting,1,Qualifying,2
78,Qualifying,2,Qualifying,3
78,Qualifying,3,Qualifying,4
78,Qualifying,4,Qualifying,5
78,Qualifying,5,Proposing,6
78,Proposing,6,Proposing,7
78,Proposing,7,Negotiating,8
78,Negotiating,8,Closing,9
78,Closing,9,Prospecting,10
78,Prospecting,10,Prospecting,11
78,Prospecting,11,Qualifying,12
78,Qualifying,12,Proposing,13
78,Proposing,13,Negotiating,14
78,Negotiating,14,Negotiating,15
78,Negotiating,15,Negotiating,16
78,Negotiating,16,Closing,17
78,Closing,17,Maintaining,18
79,Prospecting,1,Prospecting,2
79,Prospecting,2,Qualifying,3
79,Qualifying,3,Qualifying,4
79,Qualifying,4,Qualifying,5
79,Qualifying,5,Qualifying,6
79,Qualifying,6,Qualifying,7
79,Qualifying,7,Qualifying,8
79,Qualifying,8,Qualifying,9
79,Qualifying,9,Proposing,10
79,Proposing,10,Proposing,11
79,Proposing,11,Negotiating,12
79,Negotiating,12,Negotiating,13
79,Negotiating,13,Negotiating,14
79,Negotiating,14,Closing,15
79,Closing,15,Closing,16
79,Closing,16,Maintaining,17
80,Prospecting,1,Prospecting,2
80,Prospecting,2,Qualifying,3
80,Qualifying,3,Proposing,4
80,Proposing,4,Proposing,5
80,Proposing,5,Proposing,6
80,Proposing,6,Closing,7
80,Closing,7,Proposing,8
80,Proposing,8,Qualifying,9
80,Qualifying,9,Qualifying,10
80,Qualifying,10,Proposing,11
80,Proposing,11,Closing,12
80,Closing,12,Maintaining,13
81,Prospecting,1,Prospecting,2
81,Prospecting,2,Qualifying,3
81,Qualifying,3,Qualifying,4
81,Qualifying,4,Qualifying,5
81,Qualifying,5,Proposing,6
81,Proposing,6,Closing,7
81,Closing,7,Maintaining,8
82,Prospecting,1,Qualifying,2
82,Qualifying,2,Proposing,3
82,Proposing,3,Closing,4
82,Closing,4,Closing,5
82,Closing,5,Maintaining,6
83,Prospecting,1,Qualifying,2
83,Qualifying,2,Proposing,3
83,Proposing,3,Closing,4
83,Closing,4,Maintaining,5
84,Prospecting,1,Prospecting,2
84,Prospecting,2,Qualifying,3
84,Qualifying,3,Qualifying,4
84,Qualifying,4,Proposing,5
84,Proposing,5,Negotiating,6
84,Negotiating,6,Negotiating,7
84,Negotiating,7,Negotiating,8
84,Negotiating,8,Closing,9
84,Closing,9,Prospecting,10
84,Prospecting,10,Prospecting,11
84,Prospecting,11,Prospecting,12
84,Prospecting,12,Prospecting,13
84,Prospecting,13,Qualifying,14
84,Qualifying,14,Qualifying,15
84,Qualifying,15,Proposing,16
84,Proposing,16,Negotiating,17
84,Negotiating,17,Closing,18
84,Closing,18,Maintaining,19
85,Prospecting,1,Qualifying,2
85,Qualifying,2,Proposing,3
85,Proposing,3,Negotiating,4
85,Negotiating,4,Negotiating,5
85,Negotiating,5,Negotiating,6
85,Negotiating,6,Closing,7
85,Closing,7,Maintaining,8
86,Prospecting,1,Prospecting,2
86,Prospecting,2,Prospecting,3
86,Prospecting,3,Qualifying,4
86,Qualifying,4,Qualifying,5
86,Qualifying,5,Qualifying,6
86,Qualifying,6,Qualifying,7
86,Qualifying,7,Qualifying,8
86,Qualifying,8,Proposing,9
86,Proposing,9,Proposing,10
86,Proposing,10,Negotiating,11
86,Negotiating,11,Closing,12
86,Closing,12,Maintaining,13
87,Prospecting,1,Prospecting,2
87,Prospecting,2,Qualifying,3
87,Qualifying,3,Qualifying,4
87,Qualifying,4,Qualifying,5
87,Qualifying,5,Qualifying,6
87,Qualifying,6,Qualifying,7
87,Qualifying,7,Qualifying,8
87,Qualifying,8,Qualifying,9
87,Qualifying,9,Qualifying,10
87,Qualifying,10,Proposing,11
87,Proposing,11,Negotiating,12
87,Negotiating,12,Negotiating,13
87,Negotiating,13,Negotiating,14
87,Negotiating,14,Proposing,15
87,Proposing,15,Qualifying,16
87,Qualifying,16,Proposing,17
87,Proposing,17,Proposing,18
87,Proposing,18,Negotiating,19
87,Negotiating,19,Negotiating,20
87,Negotiating,20,Closing,21
87,Closing,21,Closing,22
87,Closing,22,Closing,23
87,Closing,23,Maintaining,24
88,Prospecting,1,Prospecting,2
88,Prospecting,2,Qualifying,3
88,Qualifying,3,Qualifying,4
88,Qualifying,4,Qualifying,5
88,Qualifying,5,Proposing,6
88,Proposing,6,Closing,7
88,Closing,7,Maintaining,8
89,Prospecting,1,Prospecting,2
89,Prospecting,2,Qualifying,3
89,Qualifying,3,Qualifying,4
89,Qualifying,4,Qualifying,5
89,Qualifying,5,Proposing,6
89,Proposing,6,Negotiating,7
89,Negotiating,7,Closing,8
89,Closing,8,Maintaining,9
90,Prospecting,1,Prospecting,2
90,Prospecting,2,Qualifying,3
90,Qualifying,3,Proposing,4
90,Proposing,4,Negotiating,5
90,Negotiating,5,Closing,6
90,Closing,6,Prospecting,7
90,Prospecting,7,Qualifying,8
90,Qualifying,8,Qualifying,9
90,Qualifying,9,Qualifying,10
90,Qualifying,10,Qualifying,11
90,Qualifying,11,Qualifying,12
90,Qualifying,12,Qualifying,13
90,Qualifying,13,Proposing,14
90,Proposing,14,Closing,15
90,Closing,15,Maintaining,16
91,Prospecting,1,Qualifying,2
91,Qualifying,2,Proposing,3
91,Proposing,3,Proposing,4
91,Proposing,4,Negotiating,5
91,Negotiating,5,Closing,6
91,Closing,6,Maintaining,7
92,Prospecting,1,Qualifying,2
92,Qualifying,2,Proposing,3
92,Proposing,3,Negotiating,4
92,Negotiating,4,Negotiating,5
92,Negotiating,5,Proposing,6
92,Proposing,6,Closing,7
92,Closing,7,Prospecting,8
92,Prospecting,8,Prospecting,9
92,Prospecting,9,Prospecting,10
92,Prospecting,10,Qualifying,11
92,Qualifying,11,Qualifying,12
92,Qualifying,12,Qualifying,13
92,Qualifying,13,Qualifying,14
92,Qualifying,14,Proposing,15
92,Proposing,15,Negotiating,16
92,Negotiating,16,Closing,17
92,Closing,17,Prospecting,18
92,Prospecting,18,Qualifying,19
92,Qualifying,19,Qualifying,20
92,Qualifying,20,Proposing,21
92,Proposing,21,Negotiating,22
92,Negotiating,22,Negotiating,23
92,Negotiating,23,Negotiating,24
92,Negotiating,24,Closing,25
92,Closing,25,Maintaining,26
93,Prospecting,1,Prospecting,2
93,Prospecting,2,Qualifying,3
93,Qualifying,3,Qualifying,4
93,Qualifying,4,Qualifying,5
93,Qualifying,5,Qualifying,6
93,Qualifying,6,Qualifying,7
93,Qualifying,7,Proposing,8
93,Proposing,8,Qualifying,9
93,Qualifying,9,Proposing,10
93,Proposing,10,Qualifying,11
93,Qualifying,11,Qualifying,12
93,Qualifying,12,Qualifying,13
93,Qualifying,13,Qualifying,14
93,Qualifying,14,Qualifying,15
93,Qualifying,15,Proposing,16
93,Proposing,16,Negotiating,17
93,Negotiating,17,Closing,18
93,Closing,18,Maintaining,19
94,Prospecting,1,Qualifying,2
94,Qualifying,2,Proposing,3
94,Proposing,3,Negotiating,4
94,Negotiating,4,Closing,5
